cdmvto_sinc_billeteraIC;cdusuarioIC;femvtoIC;cdnumero_transaccionIC;vrmvtoIC;dsdescripcion_mvtoIC;cdtipo_mvtoIC;cdtipo_ajusteIC;cdorigen_ajusteIC;cdmvto_relacionIC;cdusuario_ingresaIC;feingresaIC;femodificaIC;cdmovimiento_referenciaIC;dsplacaIC;cdpunto_atencionIC;cdtipo_consumoIC;vrajusteIC;cdajusteIC
24117385;36468;2024-11-15;24117385;30569;Prueba performance insertar consumo 11185;0;null;null;25110371;21;2024-11-15;null;null;AJT124;123;1;null;null
24117386;36468;2024-11-15;24117386;30570;Prueba performance insertar consumo 11186;0;null;null;25110372;21;2024-11-15;null;null;COA721;123;1;null;null
24117387;36468;2024-11-15;24117387;30571;Prueba performance insertar consumo 11187;0;null;null;25110373;21;2024-11-15;null;null;JJV112;123;1;null;null
24117388;36468;2024-11-15;24117388;30572;Prueba performance insertar consumo 11188;0;null;null;25110374;21;2024-11-15;null;null;LED195;123;1;null;null
24117389;36468;2024-11-15;24117389;30573;Prueba performance insertar consumo 11189;0;null;null;25110375;21;2024-11-15;null;null;MIT123;123;1;null;null
24117390;36468;2024-11-15;24117390;30574;Prueba performance insertar consumo 11190;0;null;null;25110376;21;2024-11-15;null;null;QWE000;123;1;null;null
24117391;36468;2024-11-15;24117391;30575;Prueba performance insertar consumo 11191;0;null;null;25110377;21;2024-11-15;null;null;RTQ843;123;1;null;null
24117392;36468;2024-11-15;24117392;30576;Prueba performance insertar consumo 11192;0;null;null;25110378;21;2024-11-15;null;null;NAJ352;123;1;null;null
24117393;36468;2024-11-15;24117393;30577;Prueba performance insertar consumo 11193;0;null;null;25110379;21;2024-11-15;null;null;AJT124;123;1;null;null
24117394;36468;2024-11-15;24117394;30578;Prueba performance insertar consumo 11194;0;null;null;25110380;21;2024-11-15;null;null;COA721;123;1;null;null
24117395;36468;2024-11-15;24117395;30579;Prueba performance insertar consumo 11195;0;null;null;25110381;21;2024-11-15;null;null;JJV112;123;1;null;null
24117396;36468;2024-11-15;24117396;30580;Prueba performance insertar consumo 11196;0;null;null;25110382;21;2024-11-15;null;null;LED195;123;1;null;null
24117397;36468;2024-11-15;24117397;30581;Prueba performance insertar consumo 11197;0;null;null;25110383;21;2024-11-15;null;null;MIT123;123;1;null;null
24117398;36468;2024-11-15;24117398;30582;Prueba performance insertar consumo 11198;0;null;null;25110384;21;2024-11-15;null;null;QWE000;123;1;null;null
24117399;36468;2024-11-15;24117399;30583;Prueba performance insertar consumo 11199;0;null;null;25110385;21;2024-11-15;null;null;RTQ843;123;1;null;null
24117400;36468;2024-11-15;24117400;30584;Prueba performance insertar consumo 11200;0;null;null;25110386;21;2024-11-15;null;null;NAJ352;123;1;null;null
24117401;36468;2024-11-15;24117401;30585;Prueba performance insertar consumo 11201;0;null;null;25110387;21;2024-11-15;null;null;AJT124;123;1;null;null
24117402;36468;2024-11-15;24117402;30586;Prueba performance insertar consumo 11202;0;null;null;25110388;21;2024-11-15;null;null;COA721;123;1;null;null
24117403;36468;2024-11-15;24117403;30587;Prueba performance insertar consumo 11203;0;null;null;25110389;21;2024-11-15;null;null;JJV112;123;1;null;null
24117404;36468;2024-11-15;24117404;30588;Prueba performance insertar consumo 11204;0;null;null;25110390;21;2024-11-15;null;null;LED195;123;1;null;null
24117405;36468;2024-11-15;24117405;30589;Prueba performance insertar consumo 11205;0;null;null;25110391;21;2024-11-15;null;null;MIT123;123;1;null;null
24117406;36468;2024-11-15;24117406;30590;Prueba performance insertar consumo 11206;0;null;null;25110392;21;2024-11-15;null;null;QWE000;123;1;null;null
24117407;36468;2024-11-15;24117407;30591;Prueba performance insertar consumo 11207;0;null;null;25110393;21;2024-11-15;null;null;RTQ843;123;1;null;null
24117408;36468;2024-11-15;24117408;30592;Prueba performance insertar consumo 11208;0;null;null;25110394;21;2024-11-15;null;null;NAJ352;123;1;null;null
24117409;36468;2024-11-15;24117409;30593;Prueba performance insertar consumo 11209;0;null;null;25110395;21;2024-11-15;null;null;AJT124;123;1;null;null
24117410;36468;2024-11-15;24117410;30594;Prueba performance insertar consumo 11210;0;null;null;25110396;21;2024-11-15;null;null;COA721;123;1;null;null
24117411;36468;2024-11-15;24117411;30595;Prueba performance insertar consumo 11211;0;null;null;25110397;21;2024-11-15;null;null;JJV112;123;1;null;null
24117412;36468;2024-11-15;24117412;30596;Prueba performance insertar consumo 11212;0;null;null;25110398;21;2024-11-15;null;null;LED195;123;1;null;null
24117413;36468;2024-11-15;24117413;30597;Prueba performance insertar consumo 11213;0;null;null;25110399;21;2024-11-15;null;null;MIT123;123;1;null;null
24117414;36468;2024-11-15;24117414;30598;Prueba performance insertar consumo 11214;0;null;null;25110400;21;2024-11-15;null;null;QWE000;123;1;null;null
24117415;36468;2024-11-15;24117415;30599;Prueba performance insertar consumo 11215;0;null;null;25110401;21;2024-11-15;null;null;RTQ843;123;1;null;null
24117416;36468;2024-11-15;24117416;30600;Prueba performance insertar consumo 11216;0;null;null;25110402;21;2024-11-15;null;null;NAJ352;123;1;null;null
24117417;36468;2024-11-15;24117417;30601;Prueba performance insertar consumo 11217;0;null;null;25110403;21;2024-11-15;null;null;AJT124;123;1;null;null
24117418;36468;2024-11-15;24117418;30602;Prueba performance insertar consumo 11218;0;null;null;25110404;21;2024-11-15;null;null;COA721;123;1;null;null
24117419;36468;2024-11-15;24117419;30603;Prueba performance insertar consumo 11219;0;null;null;25110405;21;2024-11-15;null;null;JJV112;123;1;null;null
24117420;36468;2024-11-15;24117420;30604;Prueba performance insertar consumo 11220;0;null;null;25110406;21;2024-11-15;null;null;LED195;123;1;null;null
24117421;36468;2024-11-15;24117421;30605;Prueba performance insertar consumo 11221;0;null;null;25110407;21;2024-11-15;null;null;MIT123;123;1;null;null
24117422;36468;2024-11-15;24117422;30606;Prueba performance insertar consumo 11222;0;null;null;25110408;21;2024-11-15;null;null;QWE000;123;1;null;null
24117423;36468;2024-11-15;24117423;30607;Prueba performance insertar consumo 11223;0;null;null;25110409;21;2024-11-15;null;null;RTQ843;123;1;null;null
24117424;36468;2024-11-15;24117424;30608;Prueba performance insertar consumo 11224;0;null;null;25110410;21;2024-11-15;null;null;NAJ352;123;1;null;null
24117425;36468;2024-11-15;24117425;30609;Prueba performance insertar consumo 11225;0;null;null;25110411;21;2024-11-15;null;null;AJT124;123;1;null;null
24117426;36468;2024-11-15;24117426;30610;Prueba performance insertar consumo 11226;0;null;null;25110412;21;2024-11-15;null;null;COA721;123;1;null;null
24117427;36468;2024-11-15;24117427;30611;Prueba performance insertar consumo 11227;0;null;null;25110413;21;2024-11-15;null;null;JJV112;123;1;null;null
24117428;36468;2024-11-15;24117428;30612;Prueba performance insertar consumo 11228;0;null;null;25110414;21;2024-11-15;null;null;LED195;123;1;null;null
24117429;36468;2024-11-15;24117429;30613;Prueba performance insertar consumo 11229;0;null;null;25110415;21;2024-11-15;null;null;MIT123;123;1;null;null
24117430;36468;2024-11-15;24117430;30614;Prueba performance insertar consumo 11230;0;null;null;25110416;21;2024-11-15;null;null;QWE000;123;1;null;null
24117431;36468;2024-11-15;24117431;30615;Prueba performance insertar consumo 11231;0;null;null;25110417;21;2024-11-15;null;null;RTQ843;123;1;null;null
24117432;36468;2024-11-15;24117432;30616;Prueba performance insertar consumo 11232;0;null;null;25110418;21;2024-11-15;null;null;NAJ352;123;1;null;null
24117433;36468;2024-11-15;24117433;30617;Prueba performance insertar consumo 11233;0;null;null;25110419;21;2024-11-15;null;null;AJT124;123;1;null;null
24117434;36468;2024-11-15;24117434;30618;Prueba performance insertar consumo 11234;0;null;null;25110420;21;2024-11-15;null;null;COA721;123;1;null;null
24117435;36468;2024-11-15;24117435;30619;Prueba performance insertar consumo 11235;0;null;null;25110421;21;2024-11-15;null;null;JJV112;123;1;null;null
24117436;36468;2024-11-15;24117436;30620;Prueba performance insertar consumo 11236;0;null;null;25110422;21;2024-11-15;null;null;LED195;123;1;null;null
24117437;36468;2024-11-15;24117437;30621;Prueba performance insertar consumo 11237;0;null;null;25110423;21;2024-11-15;null;null;MIT123;123;1;null;null
24117438;36468;2024-11-15;24117438;30622;Prueba performance insertar consumo 11238;0;null;null;25110424;21;2024-11-15;null;null;QWE000;123;1;null;null
24117439;36468;2024-11-15;24117439;30623;Prueba performance insertar consumo 11239;0;null;null;25110425;21;2024-11-15;null;null;RTQ843;123;1;null;null
24117440;36468;2024-11-15;24117440;30624;Prueba performance insertar consumo 11240;0;null;null;25110426;21;2024-11-15;null;null;NAJ352;123;1;null;null
24117441;36468;2024-11-15;24117441;30625;Prueba performance insertar consumo 11241;0;null;null;25110427;21;2024-11-15;null;null;AJT124;123;1;null;null
24117442;36468;2024-11-15;24117442;30626;Prueba performance insertar consumo 11242;0;null;null;25110428;21;2024-11-15;null;null;COA721;123;1;null;null
24117443;36468;2024-11-15;24117443;30627;Prueba performance insertar consumo 11243;0;null;null;25110429;21;2024-11-15;null;null;JJV112;123;1;null;null
24117444;36468;2024-11-15;24117444;30628;Prueba performance insertar consumo 11244;0;null;null;25110430;21;2024-11-15;null;null;LED195;123;1;null;null
24117445;36468;2024-11-15;24117445;30629;Prueba performance insertar consumo 11245;0;null;null;25110431;21;2024-11-15;null;null;MIT123;123;1;null;null
24117446;36468;2024-11-15;24117446;30630;Prueba performance insertar consumo 11246;0;null;null;25110432;21;2024-11-15;null;null;QWE000;123;1;null;null
24117447;36468;2024-11-15;24117447;30631;Prueba performance insertar consumo 11247;0;null;null;25110433;21;2024-11-15;null;null;RTQ843;123;1;null;null
24117448;36468;2024-11-15;24117448;30632;Prueba performance insertar consumo 11248;0;null;null;25110434;21;2024-11-15;null;null;NAJ352;123;1;null;null
24117449;36468;2024-11-15;24117449;30633;Prueba performance insertar consumo 11249;0;null;null;25110435;21;2024-11-15;null;null;AJT124;123;1;null;null
24117450;36468;2024-11-15;24117450;30634;Prueba performance insertar consumo 11250;0;null;null;25110436;21;2024-11-15;null;null;COA721;123;1;null;null
24117451;36468;2024-11-15;24117451;30635;Prueba performance insertar consumo 11251;0;null;null;25110437;21;2024-11-15;null;null;JJV112;123;1;null;null
24117452;36468;2024-11-15;24117452;30636;Prueba performance insertar consumo 11252;0;null;null;25110438;21;2024-11-15;null;null;LED195;123;1;null;null
24117453;36468;2024-11-15;24117453;30637;Prueba performance insertar consumo 11253;0;null;null;25110439;21;2024-11-15;null;null;MIT123;123;1;null;null
24117454;36468;2024-11-15;24117454;30638;Prueba performance insertar consumo 11254;0;null;null;25110440;21;2024-11-15;null;null;QWE000;123;1;null;null
24117455;36468;2024-11-15;24117455;30639;Prueba performance insertar consumo 11255;0;null;null;25110441;21;2024-11-15;null;null;RTQ843;123;1;null;null
24117456;36468;2024-11-15;24117456;30640;Prueba performance insertar consumo 11256;0;null;null;25110442;21;2024-11-15;null;null;NAJ352;123;1;null;null
24117457;36468;2024-11-15;24117457;30641;Prueba performance insertar consumo 11257;0;null;null;25110443;21;2024-11-15;null;null;AJT124;123;1;null;null
24117458;36468;2024-11-15;24117458;30642;Prueba performance insertar consumo 11258;0;null;null;25110444;21;2024-11-15;null;null;COA721;123;1;null;null
24117459;36468;2024-11-15;24117459;30643;Prueba performance insertar consumo 11259;0;null;null;25110445;21;2024-11-15;null;null;JJV112;123;1;null;null
24117460;36468;2024-11-15;24117460;30644;Prueba performance insertar consumo 11260;0;null;null;25110446;21;2024-11-15;null;null;LED195;123;1;null;null
24117461;36468;2024-11-15;24117461;30645;Prueba performance insertar consumo 11261;0;null;null;25110447;21;2024-11-15;null;null;MIT123;123;1;null;null
24117462;36468;2024-11-15;24117462;30646;Prueba performance insertar consumo 11262;0;null;null;25110448;21;2024-11-15;null;null;QWE000;123;1;null;null
24117463;36468;2024-11-15;24117463;30647;Prueba performance insertar consumo 11263;0;null;null;25110449;21;2024-11-15;null;null;RTQ843;123;1;null;null
24117464;36468;2024-11-15;24117464;30648;Prueba performance insertar consumo 11264;0;null;null;25110450;21;2024-11-15;null;null;NAJ352;123;1;null;null
24117465;36468;2024-11-15;24117465;30649;Prueba performance insertar consumo 11265;0;null;null;25110451;21;2024-11-15;null;null;AJT124;123;1;null;null
24117466;36468;2024-11-15;24117466;30650;Prueba performance insertar consumo 11266;0;null;null;25110452;21;2024-11-15;null;null;COA721;123;1;null;null
24117467;36468;2024-11-15;24117467;30651;Prueba performance insertar consumo 11267;0;null;null;25110453;21;2024-11-15;null;null;JJV112;123;1;null;null
24117468;36468;2024-11-15;24117468;30652;Prueba performance insertar consumo 11268;0;null;null;25110454;21;2024-11-15;null;null;LED195;123;1;null;null
24117469;36468;2024-11-15;24117469;30653;Prueba performance insertar consumo 11269;0;null;null;25110455;21;2024-11-15;null;null;MIT123;123;1;null;null
24117470;36468;2024-11-15;24117470;30654;Prueba performance insertar consumo 11270;0;null;null;25110456;21;2024-11-15;null;null;QWE000;123;1;null;null
24117471;36468;2024-11-15;24117471;30655;Prueba performance insertar consumo 11271;0;null;null;25110457;21;2024-11-15;null;null;RTQ843;123;1;null;null
24117472;36468;2024-11-15;24117472;30656;Prueba performance insertar consumo 11272;0;null;null;25110458;21;2024-11-15;null;null;NAJ352;123;1;null;null
24117473;36468;2024-11-15;24117473;30657;Prueba performance insertar consumo 11273;0;null;null;25110459;21;2024-11-15;null;null;AJT124;123;1;null;null
24117474;36468;2024-11-15;24117474;30658;Prueba performance insertar consumo 11274;0;null;null;25110460;21;2024-11-15;null;null;COA721;123;1;null;null
24117475;36468;2024-11-15;24117475;30659;Prueba performance insertar consumo 11275;0;null;null;25110461;21;2024-11-15;null;null;JJV112;123;1;null;null
24117476;36468;2024-11-15;24117476;30660;Prueba performance insertar consumo 11276;0;null;null;25110462;21;2024-11-15;null;null;LED195;123;1;null;null
24117477;36468;2024-11-15;24117477;30661;Prueba performance insertar consumo 11277;0;null;null;25110463;21;2024-11-15;null;null;MIT123;123;1;null;null
24117478;36468;2024-11-15;24117478;30662;Prueba performance insertar consumo 11278;0;null;null;25110464;21;2024-11-15;null;null;QWE000;123;1;null;null
24117479;36468;2024-11-15;24117479;30663;Prueba performance insertar consumo 11279;0;null;null;25110465;21;2024-11-15;null;null;RTQ843;123;1;null;null
24117480;36468;2024-11-15;24117480;30664;Prueba performance insertar consumo 11280;0;null;null;25110466;21;2024-11-15;null;null;NAJ352;123;1;null;null
24117481;36468;2024-11-15;24117481;30665;Prueba performance insertar consumo 11281;0;null;null;25110467;21;2024-11-15;null;null;AJT124;123;1;null;null
24117482;36468;2024-11-15;24117482;30666;Prueba performance insertar consumo 11282;0;null;null;25110468;21;2024-11-15;null;null;COA721;123;1;null;null
24117483;36468;2024-11-15;24117483;30667;Prueba performance insertar consumo 11283;0;null;null;25110469;21;2024-11-15;null;null;JJV112;123;1;null;null
24117484;36468;2024-11-15;24117484;30668;Prueba performance insertar consumo 11284;0;null;null;25110470;21;2024-11-15;null;null;LED195;123;1;null;null
24117485;36468;2024-11-15;24117485;30669;Prueba performance insertar consumo 11285;0;null;null;25110471;21;2024-11-15;null;null;MIT123;123;1;null;null
24117486;36468;2024-11-15;24117486;30670;Prueba performance insertar consumo 11286;0;null;null;25110472;21;2024-11-15;null;null;QWE000;123;1;null;null
24117487;36468;2024-11-15;24117487;30671;Prueba performance insertar consumo 11287;0;null;null;25110473;21;2024-11-15;null;null;RTQ843;123;1;null;null
24117488;36468;2024-11-15;24117488;30672;Prueba performance insertar consumo 11288;0;null;null;25110474;21;2024-11-15;null;null;NAJ352;123;1;null;null
24117489;36468;2024-11-15;24117489;30673;Prueba performance insertar consumo 11289;0;null;null;25110475;21;2024-11-15;null;null;AJT124;123;1;null;null
24117490;36468;2024-11-15;24117490;30674;Prueba performance insertar consumo 11290;0;null;null;25110476;21;2024-11-15;null;null;COA721;123;1;null;null
24117491;36468;2024-11-15;24117491;30675;Prueba performance insertar consumo 11291;0;null;null;25110477;21;2024-11-15;null;null;JJV112;123;1;null;null
24117492;36468;2024-11-15;24117492;30676;Prueba performance insertar consumo 11292;0;null;null;25110478;21;2024-11-15;null;null;LED195;123;1;null;null
24117493;36468;2024-11-15;24117493;30677;Prueba performance insertar consumo 11293;0;null;null;25110479;21;2024-11-15;null;null;MIT123;123;1;null;null
24117494;36468;2024-11-15;24117494;30678;Prueba performance insertar consumo 11294;0;null;null;25110480;21;2024-11-15;null;null;QWE000;123;1;null;null
24117495;36468;2024-11-15;24117495;30679;Prueba performance insertar consumo 11295;0;null;null;25110481;21;2024-11-15;null;null;RTQ843;123;1;null;null
24117496;36468;2024-11-15;24117496;30680;Prueba performance insertar consumo 11296;0;null;null;25110482;21;2024-11-15;null;null;NAJ352;123;1;null;null
