cdmvto_sinc_billeteraICO;cdusuarioICO;femvtoICO;cdnumero_transaccionICO;vrmvtoICO;dsdescripcion_mvtoICO;cdtipo_mvtoICO;cdtipo_ajusteICO;cdorigen_ajusteICO;cdmvto_relacionICO;cdusuario_ingresaICO;feingresaICO;femodificaICO;cdmovimiento_referenciaICO;dsplacaICO;cdpunto_atencionICO;cdtipo_consumoICO;vrajusteICO;cdajusteICO
7120024;39961;2024-11-15;7120024;30513;Prueba performance insertar comision 11202;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120025;39962;2024-11-15;7120025;30514;Prueba performance insertar comision 11203;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120026;39763;2024-11-15;7120026;30515;Prueba performance insertar comision 11204;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120027;39996;2024-11-15;7120027;30516;Prueba performance insertar comision 11205;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120028;39906;2024-11-15;7120028;30517;Prueba performance insertar comision 11206;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120029;39960;2024-11-15;7120029;30518;Prueba performance insertar comision 11207;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120030;39961;2024-11-15;7120030;30519;Prueba performance insertar comision 11208;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120031;39962;2024-11-15;7120031;30520;Prueba performance insertar comision 11209;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120032;39763;2024-11-15;7120032;30521;Prueba performance insertar comision 11210;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120033;39996;2024-11-15;7120033;30522;Prueba performance insertar comision 11211;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120034;39906;2024-11-15;7120034;30523;Prueba performance insertar comision 11212;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120035;39960;2024-11-15;7120035;30524;Prueba performance insertar comision 11213;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120036;39961;2024-11-15;7120036;30525;Prueba performance insertar comision 11214;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120037;39962;2024-11-15;7120037;30526;Prueba performance insertar comision 11215;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120038;39763;2024-11-15;7120038;30527;Prueba performance insertar comision 11216;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120039;39996;2024-11-15;7120039;30528;Prueba performance insertar comision 11217;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120040;39906;2024-11-15;7120040;30529;Prueba performance insertar comision 11218;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120041;39960;2024-11-15;7120041;30530;Prueba performance insertar comision 11219;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120042;39961;2024-11-15;7120042;30531;Prueba performance insertar comision 11220;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120043;39962;2024-11-15;7120043;30532;Prueba performance insertar comision 11221;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120044;39763;2024-11-15;7120044;30533;Prueba performance insertar comision 11222;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120045;39996;2024-11-15;7120045;30534;Prueba performance insertar comision 11223;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120046;39906;2024-11-15;7120046;30535;Prueba performance insertar comision 11224;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120047;39960;2024-11-15;7120047;30536;Prueba performance insertar comision 11225;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120048;39961;2024-11-15;7120048;30537;Prueba performance insertar comision 11226;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120049;39962;2024-11-15;7120049;30538;Prueba performance insertar comision 11227;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120050;39763;2024-11-15;7120050;30539;Prueba performance insertar comision 11228;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120051;39996;2024-11-15;7120051;30540;Prueba performance insertar comision 11229;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120052;39906;2024-11-15;7120052;30541;Prueba performance insertar comision 11230;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120053;39960;2024-11-15;7120053;30542;Prueba performance insertar comision 11231;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120054;39961;2024-11-15;7120054;30543;Prueba performance insertar comision 11232;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120055;39962;2024-11-15;7120055;30544;Prueba performance insertar comision 11233;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120056;39763;2024-11-15;7120056;30545;Prueba performance insertar comision 11234;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120057;39996;2024-11-15;7120057;30546;Prueba performance insertar comision 11235;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120058;39906;2024-11-15;7120058;30547;Prueba performance insertar comision 11236;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120059;39960;2024-11-15;7120059;30548;Prueba performance insertar comision 11237;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120060;39961;2024-11-15;7120060;30549;Prueba performance insertar comision 11238;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120061;39962;2024-11-15;7120061;30550;Prueba performance insertar comision 11239;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120062;39763;2024-11-15;7120062;30551;Prueba performance insertar comision 11240;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120063;39996;2024-11-15;7120063;30552;Prueba performance insertar comision 11241;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120064;39906;2024-11-15;7120064;30553;Prueba performance insertar comision 11242;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120065;39960;2024-11-15;7120065;30554;Prueba performance insertar comision 11243;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120066;39961;2024-11-15;7120066;30555;Prueba performance insertar comision 11244;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120067;39962;2024-11-15;7120067;30556;Prueba performance insertar comision 11245;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120068;39763;2024-11-15;7120068;30557;Prueba performance insertar comision 11246;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120069;39996;2024-11-15;7120069;30558;Prueba performance insertar comision 11247;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120070;39906;2024-11-15;7120070;30559;Prueba performance insertar comision 11248;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120071;39960;2024-11-15;7120071;30560;Prueba performance insertar comision 11249;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120072;39961;2024-11-15;7120072;30561;Prueba performance insertar comision 11250;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120073;39962;2024-11-15;7120073;30562;Prueba performance insertar comision 11251;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120074;39763;2024-11-15;7120074;30563;Prueba performance insertar comision 11252;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120075;39996;2024-11-15;7120075;30564;Prueba performance insertar comision 11253;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120076;39906;2024-11-15;7120076;30565;Prueba performance insertar comision 11254;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120077;39960;2024-11-15;7120077;30566;Prueba performance insertar comision 11255;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120078;39961;2024-11-15;7120078;30567;Prueba performance insertar comision 11256;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120079;39962;2024-11-15;7120079;30568;Prueba performance insertar comision 11257;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120080;39763;2024-11-15;7120080;30569;Prueba performance insertar comision 11258;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120081;39996;2024-11-15;7120081;30570;Prueba performance insertar comision 11259;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120082;39906;2024-11-15;7120082;30571;Prueba performance insertar comision 11260;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120083;39960;2024-11-15;7120083;30572;Prueba performance insertar comision 11261;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120084;39961;2024-11-15;7120084;30573;Prueba performance insertar comision 11262;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120085;39962;2024-11-15;7120085;30574;Prueba performance insertar comision 11263;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120086;39763;2024-11-15;7120086;30575;Prueba performance insertar comision 11264;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120087;39996;2024-11-15;7120087;30576;Prueba performance insertar comision 11265;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120088;39906;2024-11-15;7120088;30577;Prueba performance insertar comision 11266;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120089;39960;2024-11-15;7120089;30578;Prueba performance insertar comision 11267;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120090;39961;2024-11-15;7120090;30579;Prueba performance insertar comision 11268;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120091;39962;2024-11-15;7120091;30580;Prueba performance insertar comision 11269;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120092;39763;2024-11-15;7120092;30581;Prueba performance insertar comision 11270;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120093;39996;2024-11-15;7120093;30582;Prueba performance insertar comision 11271;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120094;39906;2024-11-15;7120094;30583;Prueba performance insertar comision 11272;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120095;39960;2024-11-15;7120095;30584;Prueba performance insertar comision 11273;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120096;39961;2024-11-15;7120096;30585;Prueba performance insertar comision 11274;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120097;39962;2024-11-15;7120097;30586;Prueba performance insertar comision 11275;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120098;39763;2024-11-15;7120098;30587;Prueba performance insertar comision 11276;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120099;39996;2024-11-15;7120099;30588;Prueba performance insertar comision 11277;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120100;39906;2024-11-15;7120100;30589;Prueba performance insertar comision 11278;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120101;39960;2024-11-15;7120101;30590;Prueba performance insertar comision 11279;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120102;39961;2024-11-15;7120102;30591;Prueba performance insertar comision 11280;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120103;39962;2024-11-15;7120103;30592;Prueba performance insertar comision 11281;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120104;39763;2024-11-15;7120104;30593;Prueba performance insertar comision 11282;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120105;39996;2024-11-15;7120105;30594;Prueba performance insertar comision 11283;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120106;39906;2024-11-15;7120106;30595;Prueba performance insertar comision 11284;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120107;39960;2024-11-15;7120107;30596;Prueba performance insertar comision 11285;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120108;39961;2024-11-15;7120108;30597;Prueba performance insertar comision 11286;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120109;39962;2024-11-15;7120109;30598;Prueba performance insertar comision 11287;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120110;39763;2024-11-15;7120110;30599;Prueba performance insertar comision 11288;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120111;39996;2024-11-15;7120111;30600;Prueba performance insertar comision 11289;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120112;39906;2024-11-15;7120112;30601;Prueba performance insertar comision 11290;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120113;39960;2024-11-15;7120113;30602;Prueba performance insertar comision 11291;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120114;39961;2024-11-15;7120114;30603;Prueba performance insertar comision 11292;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120115;39962;2024-11-15;7120115;30604;Prueba performance insertar comision 11293;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120116;39763;2024-11-15;7120116;30605;Prueba performance insertar comision 11294;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120117;39996;2024-11-15;7120117;30606;Prueba performance insertar comision 11295;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120118;39906;2024-11-15;7120118;30607;Prueba performance insertar comision 11296;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120119;39960;2024-11-15;7120119;30608;Prueba performance insertar comision 11297;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120120;39961;2024-11-15;7120120;30609;Prueba performance insertar comision 11298;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120121;39962;2024-11-15;7120121;30610;Prueba performance insertar comision 11299;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120122;39763;2024-11-15;7120122;30611;Prueba performance insertar comision 11300;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120123;39996;2024-11-15;7120123;30612;Prueba performance insertar comision 11301;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120124;39906;2024-11-15;7120124;30613;Prueba performance insertar comision 11302;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120125;39960;2024-11-15;7120125;30614;Prueba performance insertar comision 11303;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120126;39961;2024-11-15;7120126;30615;Prueba performance insertar comision 11304;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120127;39962;2024-11-15;7120127;30616;Prueba performance insertar comision 11305;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120128;39763;2024-11-15;7120128;30617;Prueba performance insertar comision 11306;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120129;39996;2024-11-15;7120129;30618;Prueba performance insertar comision 11307;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120130;39906;2024-11-15;7120130;30619;Prueba performance insertar comision 11308;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120131;39960;2024-11-15;7120131;30620;Prueba performance insertar comision 11309;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120132;39961;2024-11-15;7120132;30621;Prueba performance insertar comision 11310;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120133;39962;2024-11-15;7120133;30622;Prueba performance insertar comision 11311;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120134;39763;2024-11-15;7120134;30623;Prueba performance insertar comision 11312;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120135;39996;2024-11-15;7120135;30624;Prueba performance insertar comision 11313;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7120136;39906;2024-11-15;7120136;30625;Prueba performance insertar comision 11314;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
