cdmvto_sinc_billeteraIR;cdusuarioIR;femvtoIR;cdnumero_transaccionIR;vrmvtoIR;dsdescripcion_mvtoIR;cdtipo_mvtoIR;cdtipo_ajusteIR;cdorigen_ajusteIR;cdmvto_relacionIR;cdusuario_ingresaIR;feingresaIR;femodificaIR;cdmovimiento_referenciaIR;dsplacaIR;cdpunto_atencionIR;cdtipo_consumoIR;vrajusteIR;cdajusteIR
24064514;39763;2024-11-15;24064514;20506;Prueba performance insertar recarga 11199;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064515;39764;2024-11-15;24064515;20507;Prueba performance insertar recarga 11200;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064516;39765;2024-11-15;24064516;20508;Prueba performance insertar recarga 11201;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064517;39766;2024-11-15;24064517;20509;Prueba performance insertar recarga 11202;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064518;39763;2024-11-15;24064518;20510;Prueba performance insertar recarga 11203;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064519;39763;2024-11-15;24064519;20511;Prueba performance insertar recarga 11204;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064520;39764;2024-11-15;24064520;20512;Prueba performance insertar recarga 11205;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064521;39765;2024-11-15;24064521;20513;Prueba performance insertar recarga 11206;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064522;39766;2024-11-15;24064522;20514;Prueba performance insertar recarga 11207;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064523;39763;2024-11-15;24064523;20515;Prueba performance insertar recarga 11208;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064524;39763;2024-11-15;24064524;20516;Prueba performance insertar recarga 11209;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064525;39764;2024-11-15;24064525;20517;Prueba performance insertar recarga 11210;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064526;39765;2024-11-15;24064526;20518;Prueba performance insertar recarga 11211;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064527;39766;2024-11-15;24064527;20519;Prueba performance insertar recarga 11212;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064528;39763;2024-11-15;24064528;20520;Prueba performance insertar recarga 11213;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064529;39763;2024-11-15;24064529;20521;Prueba performance insertar recarga 11214;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064530;39764;2024-11-15;24064530;20522;Prueba performance insertar recarga 11215;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064531;39765;2024-11-15;24064531;20523;Prueba performance insertar recarga 11216;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064532;39766;2024-11-15;24064532;20524;Prueba performance insertar recarga 11217;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064533;39763;2024-11-15;24064533;20525;Prueba performance insertar recarga 11218;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064534;39763;2024-11-15;24064534;20526;Prueba performance insertar recarga 11219;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064535;39764;2024-11-15;24064535;20527;Prueba performance insertar recarga 11220;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064536;39765;2024-11-15;24064536;20528;Prueba performance insertar recarga 11221;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064537;39766;2024-11-15;24064537;20529;Prueba performance insertar recarga 11222;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064538;39763;2024-11-15;24064538;20530;Prueba performance insertar recarga 11223;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064539;39763;2024-11-15;24064539;20531;Prueba performance insertar recarga 11224;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064540;39764;2024-11-15;24064540;20532;Prueba performance insertar recarga 11225;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064541;39765;2024-11-15;24064541;20533;Prueba performance insertar recarga 11226;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064542;39766;2024-11-15;24064542;20534;Prueba performance insertar recarga 11227;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064543;39763;2024-11-15;24064543;20535;Prueba performance insertar recarga 11228;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064544;39763;2024-11-15;24064544;20536;Prueba performance insertar recarga 11229;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064545;39764;2024-11-15;24064545;20537;Prueba performance insertar recarga 11230;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064546;39765;2024-11-15;24064546;20538;Prueba performance insertar recarga 11231;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064547;39766;2024-11-15;24064547;20539;Prueba performance insertar recarga 11232;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064548;39763;2024-11-15;24064548;20540;Prueba performance insertar recarga 11233;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064549;39763;2024-11-15;24064549;20541;Prueba performance insertar recarga 11234;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064550;39764;2024-11-15;24064550;20542;Prueba performance insertar recarga 11235;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064551;39765;2024-11-15;24064551;20543;Prueba performance insertar recarga 11236;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064552;39766;2024-11-15;24064552;20544;Prueba performance insertar recarga 11237;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064553;39763;2024-11-15;24064553;20545;Prueba performance insertar recarga 11238;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064554;39763;2024-11-15;24064554;20546;Prueba performance insertar recarga 11239;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064555;39764;2024-11-15;24064555;20547;Prueba performance insertar recarga 11240;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064556;39765;2024-11-15;24064556;20548;Prueba performance insertar recarga 11241;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064557;39766;2024-11-15;24064557;20549;Prueba performance insertar recarga 11242;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064558;39763;2024-11-15;24064558;20550;Prueba performance insertar recarga 11243;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064559;39763;2024-11-15;24064559;20551;Prueba performance insertar recarga 11244;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064560;39764;2024-11-15;24064560;20552;Prueba performance insertar recarga 11245;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064561;39765;2024-11-15;24064561;20553;Prueba performance insertar recarga 11246;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064562;39766;2024-11-15;24064562;20554;Prueba performance insertar recarga 11247;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064563;39763;2024-11-15;24064563;20555;Prueba performance insertar recarga 11248;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064564;39763;2024-11-15;24064564;20556;Prueba performance insertar recarga 11249;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064565;39764;2024-11-15;24064565;20557;Prueba performance insertar recarga 11250;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064566;39765;2024-11-15;24064566;20558;Prueba performance insertar recarga 11251;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064567;39766;2024-11-15;24064567;20559;Prueba performance insertar recarga 11252;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064568;39763;2024-11-15;24064568;20560;Prueba performance insertar recarga 11253;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064569;39763;2024-11-15;24064569;20561;Prueba performance insertar recarga 11254;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064570;39764;2024-11-15;24064570;20562;Prueba performance insertar recarga 11255;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064571;39765;2024-11-15;24064571;20563;Prueba performance insertar recarga 11256;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064572;39766;2024-11-15;24064572;20564;Prueba performance insertar recarga 11257;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064573;39763;2024-11-15;24064573;20565;Prueba performance insertar recarga 11258;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064574;39763;2024-11-15;24064574;20566;Prueba performance insertar recarga 11259;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064575;39764;2024-11-15;24064575;20567;Prueba performance insertar recarga 11260;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064576;39765;2024-11-15;24064576;20568;Prueba performance insertar recarga 11261;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064577;39766;2024-11-15;24064577;20569;Prueba performance insertar recarga 11262;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064578;39763;2024-11-15;24064578;20570;Prueba performance insertar recarga 11263;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064579;39763;2024-11-15;24064579;20571;Prueba performance insertar recarga 11264;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064580;39764;2024-11-15;24064580;20572;Prueba performance insertar recarga 11265;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064581;39765;2024-11-15;24064581;20573;Prueba performance insertar recarga 11266;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064582;39766;2024-11-15;24064582;20574;Prueba performance insertar recarga 11267;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064583;39763;2024-11-15;24064583;20575;Prueba performance insertar recarga 11268;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064584;39763;2024-11-15;24064584;20576;Prueba performance insertar recarga 11269;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064585;39764;2024-11-15;24064585;20577;Prueba performance insertar recarga 11270;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064586;39765;2024-11-15;24064586;20578;Prueba performance insertar recarga 11271;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064587;39766;2024-11-15;24064587;20579;Prueba performance insertar recarga 11272;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064588;39763;2024-11-15;24064588;20580;Prueba performance insertar recarga 11273;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064589;39763;2024-11-15;24064589;20581;Prueba performance insertar recarga 11274;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064590;39764;2024-11-15;24064590;20582;Prueba performance insertar recarga 11275;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064591;39765;2024-11-15;24064591;20583;Prueba performance insertar recarga 11276;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064592;39766;2024-11-15;24064592;20584;Prueba performance insertar recarga 11277;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064593;39763;2024-11-15;24064593;20585;Prueba performance insertar recarga 11278;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064594;39763;2024-11-15;24064594;20586;Prueba performance insertar recarga 11279;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064595;39764;2024-11-15;24064595;20587;Prueba performance insertar recarga 11280;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064596;39765;2024-11-15;24064596;20588;Prueba performance insertar recarga 11281;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064597;39766;2024-11-15;24064597;20589;Prueba performance insertar recarga 11282;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064598;39763;2024-11-15;24064598;20590;Prueba performance insertar recarga 11283;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064599;39763;2024-11-15;24064599;20591;Prueba performance insertar recarga 11284;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064600;39764;2024-11-15;24064600;20592;Prueba performance insertar recarga 11285;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064601;39765;2024-11-15;24064601;20593;Prueba performance insertar recarga 11286;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064602;39766;2024-11-15;24064602;20594;Prueba performance insertar recarga 11287;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064603;39763;2024-11-15;24064603;20595;Prueba performance insertar recarga 11288;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064604;39763;2024-11-15;24064604;20596;Prueba performance insertar recarga 11289;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064605;39764;2024-11-15;24064605;20597;Prueba performance insertar recarga 11290;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064606;39765;2024-11-15;24064606;20598;Prueba performance insertar recarga 11291;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064607;39766;2024-11-15;24064607;20599;Prueba performance insertar recarga 11292;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064608;39763;2024-11-15;24064608;20600;Prueba performance insertar recarga 11293;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064609;39763;2024-11-15;24064609;20601;Prueba performance insertar recarga 11294;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064610;39764;2024-11-15;24064610;20602;Prueba performance insertar recarga 11295;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064611;39765;2024-11-15;24064611;20603;Prueba performance insertar recarga 11296;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064612;39766;2024-11-15;24064612;20604;Prueba performance insertar recarga 11297;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064613;39763;2024-11-15;24064613;20605;Prueba performance insertar recarga 11298;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064614;39763;2024-11-15;24064614;20606;Prueba performance insertar recarga 11299;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064615;39764;2024-11-15;24064615;20607;Prueba performance insertar recarga 11300;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064616;39765;2024-11-15;24064616;20608;Prueba performance insertar recarga 11301;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064617;39766;2024-11-15;24064617;20609;Prueba performance insertar recarga 11302;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064618;39763;2024-11-15;24064618;20610;Prueba performance insertar recarga 11303;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24064619;39763;2024-11-15;24064619;20611;Prueba performance insertar recarga 11304;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
