cdmvto_sinc_billetera;cdusuario;femvto;cdnumero_transaccion;vrmvto;dsdescripcion_mvto;cdtipo_mvto;cdtipo_ajuste;cdorigen_ajuste;cdmvto_relacion;cdusuario_ingresa;feingresa;femodifica;cdmovimiento_referencia;dsplaca;cdpunto_atencion;cdtipo_consumo;vrajuste;cdajuste
23124311;36468;2024-11-15;23124311;30502;Prueba performance insertar referrencia 11189;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23124312;36468;2024-11-15;23124312;30503;Prueba performance insertar referrencia 11190;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23124313;36468;2024-11-15;23124313;30504;Prueba performance insertar referrencia 11191;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23124314;36468;2024-11-15;23124314;30505;Prueba performance insertar referrencia 11192;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23124315;36468;2024-11-15;23124315;30506;Prueba performance insertar referrencia 11193;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23124316;36468;2024-11-15;23124316;30507;Prueba performance insertar referrencia 11194;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23124317;36468;2024-11-15;23124317;30508;Prueba performance insertar referrencia 11195;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23124318;36468;2024-11-15;23124318;30509;Prueba performance insertar referrencia 11196;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23124319;36468;2024-11-15;23124319;30510;Prueba performance insertar referrencia 11197;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23124320;36468;2024-11-15;23124320;30511;Prueba performance insertar referrencia 11198;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23124321;36468;2024-11-15;23124321;30512;Prueba performance insertar referrencia 11199;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23124322;36468;2024-11-15;23124322;30513;Prueba performance insertar referrencia 11200;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23124323;36468;2024-11-15;23124323;30514;Prueba performance insertar referrencia 11201;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23124324;36468;2024-11-15;23124324;30515;Prueba performance insertar referrencia 11202;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23124325;36468;2024-11-15;23124325;30516;Prueba performance insertar referrencia 11203;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23124326;36468;2024-11-15;23124326;30517;Prueba performance insertar referrencia 11204;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23124327;36468;2024-11-15;23124327;30518;Prueba performance insertar referrencia 11205;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23124328;36468;2024-11-15;23124328;30519;Prueba performance insertar referrencia 11206;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23124329;36468;2024-11-15;23124329;30520;Prueba performance insertar referrencia 11207;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23124330;36468;2024-11-15;23124330;30521;Prueba performance insertar referrencia 11208;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23124331;36468;2024-11-15;23124331;30522;Prueba performance insertar referrencia 11209;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23124332;36468;2024-11-15;23124332;30523;Prueba performance insertar referrencia 11210;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23124333;36468;2024-11-15;23124333;30524;Prueba performance insertar referrencia 11211;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23124334;36468;2024-11-15;23124334;30525;Prueba performance insertar referrencia 11212;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23124335;36468;2024-11-15;23124335;30526;Prueba performance insertar referrencia 11213;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23124336;36468;2024-11-15;23124336;30527;Prueba performance insertar referrencia 11214;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23124337;36468;2024-11-15;23124337;30528;Prueba performance insertar referrencia 11215;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23124338;36468;2024-11-15;23124338;30529;Prueba performance insertar referrencia 11216;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23124339;36468;2024-11-15;23124339;30530;Prueba performance insertar referrencia 11217;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23124340;36468;2024-11-15;23124340;30531;Prueba performance insertar referrencia 11218;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23124341;36468;2024-11-15;23124341;30532;Prueba performance insertar referrencia 11219;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23124342;36468;2024-11-15;23124342;30533;Prueba performance insertar referrencia 11220;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23124343;36468;2024-11-15;23124343;30534;Prueba performance insertar referrencia 11221;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23124344;36468;2024-11-15;23124344;30535;Prueba performance insertar referrencia 11222;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23124345;36468;2024-11-15;23124345;30536;Prueba performance insertar referrencia 11223;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23124346;36468;2024-11-15;23124346;30537;Prueba performance insertar referrencia 11224;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23124347;36468;2024-11-15;23124347;30538;Prueba performance insertar referrencia 11225;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23124348;36468;2024-11-15;23124348;30539;Prueba performance insertar referrencia 11226;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23124349;36468;2024-11-15;23124349;30540;Prueba performance insertar referrencia 11227;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23124350;36468;2024-11-15;23124350;30541;Prueba performance insertar referrencia 11228;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23124351;36468;2024-11-15;23124351;30542;Prueba performance insertar referrencia 11229;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23124352;36468;2024-11-15;23124352;30543;Prueba performance insertar referrencia 11230;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23124353;36468;2024-11-15;23124353;30544;Prueba performance insertar referrencia 11231;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23124354;36468;2024-11-15;23124354;30545;Prueba performance insertar referrencia 11232;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23124355;36468;2024-11-15;23124355;30546;Prueba performance insertar referrencia 11233;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23124356;36468;2024-11-15;23124356;30547;Prueba performance insertar referrencia 11234;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23124357;36468;2024-11-15;23124357;30548;Prueba performance insertar referrencia 11235;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23124358;36468;2024-11-15;23124358;30549;Prueba performance insertar referrencia 11236;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23124359;36468;2024-11-15;23124359;30550;Prueba performance insertar referrencia 11237;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23124360;36468;2024-11-15;23124360;30551;Prueba performance insertar referrencia 11238;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23124361;36468;2024-11-15;23124361;30552;Prueba performance insertar referrencia 11239;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23124362;36468;2024-11-15;23124362;30553;Prueba performance insertar referrencia 11240;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23124363;36468;2024-11-15;23124363;30554;Prueba performance insertar referrencia 11241;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23124364;36468;2024-11-15;23124364;30555;Prueba performance insertar referrencia 11242;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23124365;36468;2024-11-15;23124365;30556;Prueba performance insertar referrencia 11243;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23124366;36468;2024-11-15;23124366;30557;Prueba performance insertar referrencia 11244;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23124367;36468;2024-11-15;23124367;30558;Prueba performance insertar referrencia 11245;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23124368;36468;2024-11-15;23124368;30559;Prueba performance insertar referrencia 11246;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23124369;36468;2024-11-15;23124369;30560;Prueba performance insertar referrencia 11247;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23124370;36468;2024-11-15;23124370;30561;Prueba performance insertar referrencia 11248;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23124371;36468;2024-11-15;23124371;30562;Prueba performance insertar referrencia 11249;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23124372;36468;2024-11-15;23124372;30563;Prueba performance insertar referrencia 11250;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23124373;36468;2024-11-15;23124373;30564;Prueba performance insertar referrencia 11251;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23124374;36468;2024-11-15;23124374;30565;Prueba performance insertar referrencia 11252;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23124375;36468;2024-11-15;23124375;30566;Prueba performance insertar referrencia 11253;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23124376;36468;2024-11-15;23124376;30567;Prueba performance insertar referrencia 11254;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23124377;36468;2024-11-15;23124377;30568;Prueba performance insertar referrencia 11255;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23124378;36468;2024-11-15;23124378;30569;Prueba performance insertar referrencia 11256;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23124379;36468;2024-11-15;23124379;30570;Prueba performance insertar referrencia 11257;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23124380;36468;2024-11-15;23124380;30571;Prueba performance insertar referrencia 11258;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23124381;36468;2024-11-15;23124381;30572;Prueba performance insertar referrencia 11259;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23124382;36468;2024-11-15;23124382;30573;Prueba performance insertar referrencia 11260;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23124383;36468;2024-11-15;23124383;30574;Prueba performance insertar referrencia 11261;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23124384;36468;2024-11-15;23124384;30575;Prueba performance insertar referrencia 11262;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23124385;36468;2024-11-15;23124385;30576;Prueba performance insertar referrencia 11263;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23124386;36468;2024-11-15;23124386;30577;Prueba performance insertar referrencia 11264;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23124387;36468;2024-11-15;23124387;30578;Prueba performance insertar referrencia 11265;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23124388;36468;2024-11-15;23124388;30579;Prueba performance insertar referrencia 11266;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23124389;36468;2024-11-15;23124389;30580;Prueba performance insertar referrencia 11267;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23124390;36468;2024-11-15;23124390;30581;Prueba performance insertar referrencia 11268;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23124391;36468;2024-11-15;23124391;30582;Prueba performance insertar referrencia 11269;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23124392;36468;2024-11-15;23124392;30583;Prueba performance insertar referrencia 11270;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23124393;36468;2024-11-15;23124393;30584;Prueba performance insertar referrencia 11271;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23124394;36468;2024-11-15;23124394;30585;Prueba performance insertar referrencia 11272;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23124395;36468;2024-11-15;23124395;30586;Prueba performance insertar referrencia 11273;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23124396;36468;2024-11-15;23124396;30587;Prueba performance insertar referrencia 11274;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23124397;36468;2024-11-15;23124397;30588;Prueba performance insertar referrencia 11275;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23124398;36468;2024-11-15;23124398;30589;Prueba performance insertar referrencia 11276;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23124399;36468;2024-11-15;23124399;30590;Prueba performance insertar referrencia 11277;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23124400;36468;2024-11-15;23124400;30591;Prueba performance insertar referrencia 11278;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23124401;36468;2024-11-15;23124401;30592;Prueba performance insertar referrencia 11279;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23124402;36468;2024-11-15;23124402;30593;Prueba performance insertar referrencia 11280;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23124403;36468;2024-11-15;23124403;30594;Prueba performance insertar referrencia 11281;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23124404;36468;2024-11-15;23124404;30595;Prueba performance insertar referrencia 11282;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23124405;36468;2024-11-15;23124405;30596;Prueba performance insertar referrencia 11283;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23124406;36468;2024-11-15;23124406;30597;Prueba performance insertar referrencia 11284;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23124407;36468;2024-11-15;23124407;30598;Prueba performance insertar referrencia 11285;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23124408;36468;2024-11-15;23124408;30599;Prueba performance insertar referrencia 11286;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23124409;36468;2024-11-15;23124409;30600;Prueba performance insertar referrencia 11287;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23124410;36468;2024-11-15;23124410;30601;Prueba performance insertar referrencia 11288;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23124411;36468;2024-11-15;23124411;30602;Prueba performance insertar referrencia 11289;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23124412;36468;2024-11-15;23124412;30603;Prueba performance insertar referrencia 11290;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23124413;36468;2024-11-15;23124413;30604;Prueba performance insertar referrencia 11291;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23124414;36468;2024-11-15;23124414;30605;Prueba performance insertar referrencia 11292;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23124415;36468;2024-11-15;23124415;30606;Prueba performance insertar referrencia 11293;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23124416;36468;2024-11-15;23124416;30607;Prueba performance insertar referrencia 11294;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23124417;36468;2024-11-15;23124417;30608;Prueba performance insertar referrencia 11295;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23124418;36468;2024-11-15;23124418;30609;Prueba performance insertar referrencia 11296;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
