cdmvto_sinc_billeteraIAR;cdusuarioIAR;femvtoIAR;cdnumero_transaccionIAR;vrmvtoIAR;dsdescripcion_mvtoIAR;cdtipo_mvtoIAR;cdtipo_ajusteIAR;cdorigen_ajusteIAR;cdmvto_relacionIAR;cdusuario_ingresaIAR;feingresaIAR;femodificaIAR;cdmovimiento_referenciaIAR;dsplacaIAR;cdpunto_atencionIAR;cdtipo_consumoIAR;vrajusteIAR;cdajusteIAR
8170437;39764;2024-11-15;8170437;30527;Prueba performance insertar ajuste de recarga 11185;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170438;39765;2024-11-15;8170438;30528;Prueba performance insertar ajuste de recarga 11186;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170439;39766;2024-11-15;8170439;30529;Prueba performance insertar ajuste de recarga 11187;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170440;39763;2024-11-15;8170440;30530;Prueba performance insertar ajuste de recarga 11188;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170441;39763;2024-11-15;8170441;30531;Prueba performance insertar ajuste de recarga 11189;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170442;39764;2024-11-15;8170442;30532;Prueba performance insertar ajuste de recarga 11190;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170443;39765;2024-11-15;8170443;30533;Prueba performance insertar ajuste de recarga 11191;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170444;39766;2024-11-15;8170444;30534;Prueba performance insertar ajuste de recarga 11192;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170445;39763;2024-11-15;8170445;30535;Prueba performance insertar ajuste de recarga 11193;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170446;39763;2024-11-15;8170446;30536;Prueba performance insertar ajuste de recarga 11194;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170447;39764;2024-11-15;8170447;30537;Prueba performance insertar ajuste de recarga 11195;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170448;39765;2024-11-15;8170448;30538;Prueba performance insertar ajuste de recarga 11196;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170449;39766;2024-11-15;8170449;30539;Prueba performance insertar ajuste de recarga 11197;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170450;39763;2024-11-15;8170450;30540;Prueba performance insertar ajuste de recarga 11198;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170451;39763;2024-11-15;8170451;30541;Prueba performance insertar ajuste de recarga 11199;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170452;39764;2024-11-15;8170452;30542;Prueba performance insertar ajuste de recarga 11200;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170453;39765;2024-11-15;8170453;30543;Prueba performance insertar ajuste de recarga 11201;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170454;39766;2024-11-15;8170454;30544;Prueba performance insertar ajuste de recarga 11202;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170455;39763;2024-11-15;8170455;30545;Prueba performance insertar ajuste de recarga 11203;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170456;39763;2024-11-15;8170456;30546;Prueba performance insertar ajuste de recarga 11204;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170457;39764;2024-11-15;8170457;30547;Prueba performance insertar ajuste de recarga 11205;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170458;39765;2024-11-15;8170458;30548;Prueba performance insertar ajuste de recarga 11206;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170459;39766;2024-11-15;8170459;30549;Prueba performance insertar ajuste de recarga 11207;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170460;39763;2024-11-15;8170460;30550;Prueba performance insertar ajuste de recarga 11208;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170461;39763;2024-11-15;8170461;30551;Prueba performance insertar ajuste de recarga 11209;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170462;39764;2024-11-15;8170462;30552;Prueba performance insertar ajuste de recarga 11210;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170463;39765;2024-11-15;8170463;30553;Prueba performance insertar ajuste de recarga 11211;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170464;39766;2024-11-15;8170464;30554;Prueba performance insertar ajuste de recarga 11212;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170465;39763;2024-11-15;8170465;30555;Prueba performance insertar ajuste de recarga 11213;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170466;39763;2024-11-15;8170466;30556;Prueba performance insertar ajuste de recarga 11214;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170467;39764;2024-11-15;8170467;30557;Prueba performance insertar ajuste de recarga 11215;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170468;39765;2024-11-15;8170468;30558;Prueba performance insertar ajuste de recarga 11216;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170469;39766;2024-11-15;8170469;30559;Prueba performance insertar ajuste de recarga 11217;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170470;39763;2024-11-15;8170470;30560;Prueba performance insertar ajuste de recarga 11218;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170471;39763;2024-11-15;8170471;30561;Prueba performance insertar ajuste de recarga 11219;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170472;39764;2024-11-15;8170472;30562;Prueba performance insertar ajuste de recarga 11220;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170473;39765;2024-11-15;8170473;30563;Prueba performance insertar ajuste de recarga 11221;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170474;39766;2024-11-15;8170474;30564;Prueba performance insertar ajuste de recarga 11222;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170475;39763;2024-11-15;8170475;30565;Prueba performance insertar ajuste de recarga 11223;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170476;39763;2024-11-15;8170476;30566;Prueba performance insertar ajuste de recarga 11224;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170477;39764;2024-11-15;8170477;30567;Prueba performance insertar ajuste de recarga 11225;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170478;39765;2024-11-15;8170478;30568;Prueba performance insertar ajuste de recarga 11226;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170479;39766;2024-11-15;8170479;30569;Prueba performance insertar ajuste de recarga 11227;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170480;39763;2024-11-15;8170480;30570;Prueba performance insertar ajuste de recarga 11228;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170481;39763;2024-11-15;8170481;30571;Prueba performance insertar ajuste de recarga 11229;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170482;39764;2024-11-15;8170482;30572;Prueba performance insertar ajuste de recarga 11230;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170483;39765;2024-11-15;8170483;30573;Prueba performance insertar ajuste de recarga 11231;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170484;39766;2024-11-15;8170484;30574;Prueba performance insertar ajuste de recarga 11232;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170485;39763;2024-11-15;8170485;30575;Prueba performance insertar ajuste de recarga 11233;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170486;39763;2024-11-15;8170486;30576;Prueba performance insertar ajuste de recarga 11234;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170487;39764;2024-11-15;8170487;30577;Prueba performance insertar ajuste de recarga 11235;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170488;39765;2024-11-15;8170488;30578;Prueba performance insertar ajuste de recarga 11236;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170489;39766;2024-11-15;8170489;30579;Prueba performance insertar ajuste de recarga 11237;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170490;39763;2024-11-15;8170490;30580;Prueba performance insertar ajuste de recarga 11238;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170491;39763;2024-11-15;8170491;30581;Prueba performance insertar ajuste de recarga 11239;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170492;39764;2024-11-15;8170492;30582;Prueba performance insertar ajuste de recarga 11240;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170493;39765;2024-11-15;8170493;30583;Prueba performance insertar ajuste de recarga 11241;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170494;39766;2024-11-15;8170494;30584;Prueba performance insertar ajuste de recarga 11242;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170495;39763;2024-11-15;8170495;30585;Prueba performance insertar ajuste de recarga 11243;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170496;39763;2024-11-15;8170496;30586;Prueba performance insertar ajuste de recarga 11244;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170497;39764;2024-11-15;8170497;30587;Prueba performance insertar ajuste de recarga 11245;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170498;39765;2024-11-15;8170498;30588;Prueba performance insertar ajuste de recarga 11246;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170499;39766;2024-11-15;8170499;30589;Prueba performance insertar ajuste de recarga 11247;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170500;39763;2024-11-15;8170500;30590;Prueba performance insertar ajuste de recarga 11248;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170501;39763;2024-11-15;8170501;30591;Prueba performance insertar ajuste de recarga 11249;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170502;39764;2024-11-15;8170502;30592;Prueba performance insertar ajuste de recarga 11250;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170503;39765;2024-11-15;8170503;30593;Prueba performance insertar ajuste de recarga 11251;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170504;39766;2024-11-15;8170504;30594;Prueba performance insertar ajuste de recarga 11252;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170505;39763;2024-11-15;8170505;30595;Prueba performance insertar ajuste de recarga 11253;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170506;39763;2024-11-15;8170506;30596;Prueba performance insertar ajuste de recarga 11254;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170507;39764;2024-11-15;8170507;30597;Prueba performance insertar ajuste de recarga 11255;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170508;39765;2024-11-15;8170508;30598;Prueba performance insertar ajuste de recarga 11256;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170509;39766;2024-11-15;8170509;30599;Prueba performance insertar ajuste de recarga 11257;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170510;39763;2024-11-15;8170510;30600;Prueba performance insertar ajuste de recarga 11258;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170511;39763;2024-11-15;8170511;30601;Prueba performance insertar ajuste de recarga 11259;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170512;39764;2024-11-15;8170512;30602;Prueba performance insertar ajuste de recarga 11260;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170513;39765;2024-11-15;8170513;30603;Prueba performance insertar ajuste de recarga 11261;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170514;39766;2024-11-15;8170514;30604;Prueba performance insertar ajuste de recarga 11262;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170515;39763;2024-11-15;8170515;30605;Prueba performance insertar ajuste de recarga 11263;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170516;39763;2024-11-15;8170516;30606;Prueba performance insertar ajuste de recarga 11264;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170517;39764;2024-11-15;8170517;30607;Prueba performance insertar ajuste de recarga 11265;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170518;39765;2024-11-15;8170518;30608;Prueba performance insertar ajuste de recarga 11266;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170519;39766;2024-11-15;8170519;30609;Prueba performance insertar ajuste de recarga 11267;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170520;39763;2024-11-15;8170520;30610;Prueba performance insertar ajuste de recarga 11268;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170521;39763;2024-11-15;8170521;30611;Prueba performance insertar ajuste de recarga 11269;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170522;39764;2024-11-15;8170522;30612;Prueba performance insertar ajuste de recarga 11270;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170523;39765;2024-11-15;8170523;30613;Prueba performance insertar ajuste de recarga 11271;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170524;39766;2024-11-15;8170524;30614;Prueba performance insertar ajuste de recarga 11272;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170525;39763;2024-11-15;8170525;30615;Prueba performance insertar ajuste de recarga 11273;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170526;39763;2024-11-15;8170526;30616;Prueba performance insertar ajuste de recarga 11274;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170527;39764;2024-11-15;8170527;30617;Prueba performance insertar ajuste de recarga 11275;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170528;39765;2024-11-15;8170528;30618;Prueba performance insertar ajuste de recarga 11276;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170529;39766;2024-11-15;8170529;30619;Prueba performance insertar ajuste de recarga 11277;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170530;39763;2024-11-15;8170530;30620;Prueba performance insertar ajuste de recarga 11278;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170531;39763;2024-11-15;8170531;30621;Prueba performance insertar ajuste de recarga 11279;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170532;39764;2024-11-15;8170532;30622;Prueba performance insertar ajuste de recarga 11280;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170533;39765;2024-11-15;8170533;30623;Prueba performance insertar ajuste de recarga 11281;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170534;39766;2024-11-15;8170534;30624;Prueba performance insertar ajuste de recarga 11282;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170535;39763;2024-11-15;8170535;30625;Prueba performance insertar ajuste de recarga 11283;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170536;39763;2024-11-15;8170536;30626;Prueba performance insertar ajuste de recarga 11284;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170537;39764;2024-11-15;8170537;30627;Prueba performance insertar ajuste de recarga 11285;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170538;39765;2024-11-15;8170538;30628;Prueba performance insertar ajuste de recarga 11286;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170539;39766;2024-11-15;8170539;30629;Prueba performance insertar ajuste de recarga 11287;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170540;39763;2024-11-15;8170540;30630;Prueba performance insertar ajuste de recarga 11288;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170541;39763;2024-11-15;8170541;30631;Prueba performance insertar ajuste de recarga 11289;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170542;39764;2024-11-15;8170542;30632;Prueba performance insertar ajuste de recarga 11290;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170543;39765;2024-11-15;8170543;30633;Prueba performance insertar ajuste de recarga 11291;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170544;39766;2024-11-15;8170544;30634;Prueba performance insertar ajuste de recarga 11292;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170545;39763;2024-11-15;8170545;30635;Prueba performance insertar ajuste de recarga 11293;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170546;39763;2024-11-15;8170546;30636;Prueba performance insertar ajuste de recarga 11294;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170547;39764;2024-11-15;8170547;30637;Prueba performance insertar ajuste de recarga 11295;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170548;39765;2024-11-15;8170548;30638;Prueba performance insertar ajuste de recarga 11296;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170549;39766;2024-11-15;8170549;30639;Prueba performance insertar ajuste de recarga 11297;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170550;39763;2024-11-15;8170550;30640;Prueba performance insertar ajuste de recarga 11298;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8170551;39763;2024-11-15;8170551;30641;Prueba performance insertar ajuste de recarga 11299;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
